State,District,Season,Soil_Type,Min_pH,Max_pH,Primary_Recommended_Crops,lookup_key
Kerala,Kollam,Puncha (Summer/Zaid),Lateritic Soil,4.8,6.0,"Puncha Paddy, Vegetables, Sesame",kerala|kollam|puncha (summer/zaid)|lateritic soil
Kerala,Kollam,Puncha (Summer/Zaid),Sandy Coastal Silt,4.8,6.0,"Puncha Paddy, Vegetables, Sesame",kerala|kollam|puncha (summer/zaid)|sandy coastal silt
Kerala,Kottayam,Virippu (Kharif),Acidic Laterite,4.5,5.8,"Rubber, Paddy, Coconut, Nutmeg, Tapioca, Pepper",kerala|kottayam|virippu (kharif)|acidic laterite
Kerala,Kottayam,Virippu (Kharif),Lowland Peaty Soil,4.5,5.8,"Rubber, Paddy, Coconut, Nutmeg, Tapioca, Pepper",kerala|kottayam|virippu (kharif)|lowland peaty soil
Kerala,Kottayam,Mundakan (Rabi),Acidic Laterite,4.5,5.8,"Paddy, Vegetables, Banana, Pulses",kerala|kottayam|mundakan (rabi)|acidic laterite
Kerala,Kottayam,Mundakan (Rabi),Lowland Peaty Soil,4.5,5.8,"Paddy, Vegetables, Banana, Pulses",kerala|kottayam|mundakan (rabi)|lowland peaty soil
Kerala,Kottayam,Puncha (Summer/Zaid),Acidic Laterite,4.5,5.8,"Puncha Paddy, Vegetables, Cowpea",kerala|kottayam|puncha (summer/zaid)|acidic laterite
Kerala,Kottayam,Puncha (Summer/Zaid),Lowland Peaty Soil,4.5,5.8,"Puncha Paddy, Vegetables, Cowpea",kerala|kottayam|puncha (summer/zaid)|lowland peaty soil
Kerala,Kozhikode,Virippu (Kharif),Red Lateritic Soil,4.8,6.0,"Coconut, Paddy, Arecanut, Rubber, Pepper, Tapioca",kerala|kozhikode|virippu (kharif)|red lateritic soil
Kerala,Kozhikode,Virippu (Kharif),Coastal Alluvial,4.8,6.0,"Coconut, Paddy, Arecanut, Rubber, Pepper, Tapioca",kerala|kozhikode|virippu (kharif)|coastal alluvial
Kerala,Kozhikode,Mundakan (Rabi),Red Lateritic Soil,4.8,6.0,"Paddy, Pulses, Commercial Vegetables",kerala|kozhikode|mundakan (rabi)|red lateritic soil
Kerala,Kozhikode,Mundakan (Rabi),Coastal Alluvial,4.8,6.0,"Paddy, Pulses, Commercial Vegetables",kerala|kozhikode|mundakan (rabi)|coastal alluvial
Kerala,Kozhikode,Puncha (Summer/Zaid),Red Lateritic Soil,4.8,6.0,"Vegetables, Watermelon, Cowpea",kerala|kozhikode|puncha (summer/zaid)|red lateritic soil
Kerala,Kozhikode,Puncha (Summer/Zaid),Coastal Alluvial,4.8,6.0,"Vegetables, Watermelon, Cowpea",kerala|kozhikode|puncha (summer/zaid)|coastal alluvial
Kerala,Wayanad,Virippu (Kharif),Highland Organic Red Loam,4.5,5.8,"Coffee, Black Pepper, Paddy, Tea, Ginger, Cardamom, Banana",kerala|wayanad|virippu (kharif)|highland organic red loam
Kerala,Wayanad,Virippu (Kharif),Acidic Soil,4.5,5.8,"Coffee, Black Pepper, Paddy, Tea, Ginger, Cardamom, Banana",kerala|wayanad|virippu (kharif)|acidic soil
Kerala,Wayanad,Mundakan (Rabi),Highland Organic Red Loam,4.5,5.8,"Paddy, Vegetables, Yam, Turmeric",kerala|wayanad|mundakan (rabi)|highland organic red loam
Kerala,Wayanad,Mundakan (Rabi),Acidic Soil,4.5,5.8,"Paddy, Vegetables, Yam, Turmeric",kerala|wayanad|mundakan (rabi)|acidic soil
Kerala,Wayanad,Puncha (Summer/Zaid),Highland Organic Red Loam,4.5,5.8,"Summer Vegetables, Cool Season Crops, Cowpea",kerala|wayanad|puncha (summer/zaid)|highland organic red loam
Kerala,Wayanad,Puncha (Summer/Zaid),Acidic Soil,4.5,5.8,"Summer Vegetables, Cool Season Crops, Cowpea",kerala|wayanad|puncha (summer/zaid)|acidic soil
Kerala,Malappuram,Virippu (Kharif),Red Lateritic,4.8,6.2,"Paddy, Coconut, Rubber, Arecanut, Banana, Tapioca",kerala|malappuram|virippu (kharif)|red lateritic
Kerala,Malappuram,Virippu (Kharif),Riverine Alluvial Soil,4.8,6.2,"Paddy, Coconut, Rubber, Arecanut, Banana, Tapioca",kerala|malappuram|virippu (kharif)|riverine alluvial soil
Kerala,Malappuram,Mundakan (Rabi),Red Lateritic,4.8,6.2,"Paddy, Pulses, Vegetables",kerala|malappuram|mundakan (rabi)|red lateritic
Kerala,Malappuram,Mundakan (Rabi),Riverine Alluvial Soil,4.8,6.2,"Paddy, Pulses, Vegetables",kerala|malappuram|mundakan (rabi)|riverine alluvial soil
Kerala,Malappuram,Puncha (Summer/Zaid),Red Lateritic,4.8,6.2,"Puncha Paddy, Watermelon, Vegetables",kerala|malappuram|puncha (summer/zaid)|red lateritic
Kerala,Malappuram,Puncha (Summer/Zaid),Riverine Alluvial Soil,4.8,6.2,"Puncha Paddy, Watermelon, Vegetables",kerala|malappuram|puncha (summer/zaid)|riverine alluvial soil
Kerala,Palakkad,Virippu (Kharif),Fertile Black Cotton Soil,5.5,7.2,"Paddy, Sugarcane, Cotton, Groundnut, Vegetables, Mango",kerala|palakkad|virippu (kharif)|fertile black cotton soil
Kerala,Palakkad,Virippu (Kharif),Riverine Alluvial (Granary of Kerala),5.5,7.2,"Paddy, Sugarcane, Cotton, Groundnut, Vegetables, Mango",kerala|palakkad|virippu (kharif)|riverine alluvial (granary of kerala)
Kerala,Palakkad,Mundakan (Rabi),Fertile Black Cotton Soil,5.5,7.2,"Mundakan Paddy, Pulses (Black Gram, Horse Gram), Sesame",kerala|palakkad|mundakan (rabi)|fertile black cotton soil
Kerala,Palakkad,Mundakan (Rabi),Riverine Alluvial (Granary of Kerala),5.5,7.2,"Mundakan Paddy, Pulses (Black Gram, Horse Gram), Sesame",kerala|palakkad|mundakan (rabi)|riverine alluvial (granary of kerala)
Kerala,Palakkad,Puncha (Summer/Zaid),Fertile Black Cotton Soil,5.5,7.2,"Puncha Paddy, Vegetables, Groundnut, Watermelon",kerala|palakkad|puncha (summer/zaid)|fertile black cotton soil
Kerala,Palakkad,Puncha (Summer/Zaid),Riverine Alluvial (Granary of Kerala),5.5,7.2,"Puncha Paddy, Vegetables, Groundnut, Watermelon",kerala|palakkad|puncha (summer/zaid)|riverine alluvial (granary of kerala)
Kerala,Pathanamthitta,Virippu (Kharif),Acidic Red Laterite,4.5,5.8,"Rubber, Coconut, Paddy, Tapioca, Pepper, Sugarcane",kerala|pathanamthitta|virippu (kharif)|acidic red laterite
Kerala,Pathanamthitta,Virippu (Kharif),Forest Soil,4.5,5.8,"Rubber, Coconut, Paddy, Tapioca, Pepper, Sugarcane",kerala|pathanamthitta|virippu (kharif)|forest soil
Kerala,Pathanamthitta,Mundakan (Rabi),Acidic Red Laterite,4.5,5.8,"Paddy, Pulses, Vegetables, Tuber Crops",kerala|pathanamthitta|mundakan (rabi)|acidic red laterite
Kerala,Pathanamthitta,Mundakan (Rabi),Forest Soil,4.5,5.8,"Paddy, Pulses, Vegetables, Tuber Crops",kerala|pathanamthitta|mundakan (rabi)|forest soil
Kerala,Pathanamthitta,Puncha (Summer/Zaid),Acidic Red Laterite,4.5,5.8,"Vegetables, Cowpea, Sesame",kerala|pathanamthitta|puncha (summer/zaid)|acidic red laterite
Kerala,Pathanamthitta,Puncha (Summer/Zaid),Forest Soil,4.5,5.8,"Vegetables, Cowpea, Sesame",kerala|pathanamthitta|puncha (summer/zaid)|forest soil
Kerala,Thiruvananthapuram,Virippu (Kharif),Red Lateritic,5.0,6.2,"Coconut, Paddy, Tapioca, Rubber, Banana, Vegetables",kerala|thiruvananthapuram|virippu (kharif)|red lateritic
Kerala,Thiruvananthapuram,Virippu (Kharif),Sandy Coastal Soil,5.0,6.2,"Coconut, Paddy, Tapioca, Rubber, Banana, Vegetables",kerala|thiruvananthapuram|virippu (kharif)|sandy coastal soil
Kerala,Thiruvananthapuram,Mundakan (Rabi),Red Lateritic,5.0,6.2,"Paddy, Vegetables, Pulses, Amaranthus",kerala|thiruvananthapuram|mundakan (rabi)|red lateritic
Kerala,Thiruvananthapuram,Mundakan (Rabi),Sandy Coastal Soil,5.0,6.2,"Paddy, Vegetables, Pulses, Amaranthus",kerala|thiruvananthapuram|mundakan (rabi)|sandy coastal soil
Kerala,Thiruvananthapuram,Puncha (Summer/Zaid),Red Lateritic,5.0,6.2,"Watermelon, Summer Vegetables, Cowpea",kerala|thiruvananthapuram|puncha (summer/zaid)|red lateritic
Kerala,Thiruvananthapuram,Puncha (Summer/Zaid),Sandy Coastal Soil,5.0,6.2,"Watermelon, Summer Vegetables, Cowpea",kerala|thiruvananthapuram|puncha (summer/zaid)|sandy coastal soil
Kerala,Thrissur,Virippu (Kharif),Alluvial Clay Loam,4.8,6.2,"Paddy (Kole Wetlands), Coconut, Rubber, Banana, Nutmeg",kerala|thrissur|virippu (kharif)|alluvial clay loam
Kerala,Thrissur,Virippu (Kharif),Acidic Kole Soil,4.8,6.2,"Paddy (Kole Wetlands), Coconut, Rubber, Banana, Nutmeg",kerala|thrissur|virippu (kharif)|acidic kole soil
Kerala,Thrissur,Mundakan (Rabi),Alluvial Clay Loam,4.8,6.2,"Mundakan Paddy, Vegetables, Pulses",kerala|thrissur|mundakan (rabi)|alluvial clay loam
Kerala,Thrissur,Mundakan (Rabi),Acidic Kole Soil,4.8,6.2,"Mundakan Paddy, Vegetables, Pulses",kerala|thrissur|mundakan (rabi)|acidic kole soil
Kerala,Thrissur,Puncha (Summer/Zaid),Alluvial Clay Loam,4.8,6.2,"Kole Paddy (Summer), Watermelon, Cucurbits",kerala|thrissur|puncha (summer/zaid)|alluvial clay loam
Kerala,Thrissur,Puncha (Summer/Zaid),Acidic Kole Soil,4.8,6.2,"Kole Paddy (Summer), Watermelon, Cucurbits",kerala|thrissur|puncha (summer/zaid)|acidic kole soil
Maharashtra,Ahmednagar,Kharif,Medium to Deep Black Cotton Soil (Regur),7.0,8.5,"Soybean, Pearl Millet (Bajra), Cotton, Pigeon Pea (Tur), Sugarcane",maharashtra|ahmednagar|kharif|medium to deep black cotton soil (regur)
Maharashtra,Ahmednagar,Rabi,Medium to Deep Black Cotton Soil (Regur),7.0,8.5,"Sorghum (Jowar), Wheat, Gram (Chickpea), Safflower, Onion",maharashtra|ahmednagar|rabi|medium to deep black cotton soil (regur)
Maharashtra,Ahmednagar,Zaid,Medium to Deep Black Cotton Soil (Regur),7.0,8.5,"Groundnut, Summer Maize, Fodder Crops, Vegetables, Watermelon",maharashtra|ahmednagar|zaid|medium to deep black cotton soil (regur)
Maharashtra,Akola,Kharif,Deep Black Cotton Soil,7.2,8.5,"Cotton, Soybean, Pigeon Pea, Green Gram (Moong), Black Gram (Urad)",maharashtra|akola|kharif|deep black cotton soil
Maharashtra,Akola,Rabi,Deep Black Cotton Soil,7.2,8.5,"Gram (Chickpea), Wheat, Rabi Sorghum, Mustard",maharashtra|akola|rabi|deep black cotton soil
Maharashtra,Akola,Zaid,Deep Black Cotton Soil,7.2,8.5,"Summer Groundnut, Sesame, Vegetables, Fodder Crops",maharashtra|akola|zaid|deep black cotton soil
Maharashtra,Amravati,Kharif,Deep Black Soil,7.0,8.3,"Cotton, Soybean, Pigeon Pea, Mandarin Orange (Nagpur Santra), Sorghum",maharashtra|amravati|kharif|deep black soil
Maharashtra,Amravati,Kharif,Red Sandy Soil in Hills,7.0,8.3,"Cotton, Soybean, Pigeon Pea, Mandarin Orange (Nagpur Santra), Sorghum",maharashtra|amravati|kharif|red sandy soil in hills
Maharashtra,Amravati,Rabi,Deep Black Soil,7.0,8.3,"Gram, Wheat, Mustard, Vegetables",maharashtra|amravati|rabi|deep black soil
Maharashtra,Amravati,Rabi,Red Sandy Soil in Hills,7.0,8.3,"Gram, Wheat, Mustard, Vegetables",maharashtra|amravati|rabi|red sandy soil in hills
Maharashtra,Amravati,Zaid,Deep Black Soil,7.0,8.3,"Summer Groundnut, Summer Moong, Vegetables, Watermelon",maharashtra|amravati|zaid|deep black soil
Maharashtra,Amravati,Zaid,Red Sandy Soil in Hills,7.0,8.3,"Summer Groundnut, Summer Moong, Vegetables, Watermelon",maharashtra|amravati|zaid|red sandy soil in hills
Maharashtra,Chhatrapati Sambhajinagar,Kharif,Medium to Deep Black Soil,7.2,8.5,"Cotton, Maize, Pearl Millet, Soybean, Sweet Lime (Mosambi)",maharashtra|chhatrapati sambhajinagar|kharif|medium to deep black soil
Maharashtra,Chhatrapati Sambhajinagar,Rabi,Medium to Deep Black Soil,7.2,8.5,"Gram, Rabi Sorghum, Wheat, Onion",maharashtra|chhatrapati sambhajinagar|rabi|medium to deep black soil
Maharashtra,Chhatrapati Sambhajinagar,Zaid,Medium to Deep Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder Crops, Watermelon",maharashtra|chhatrapati sambhajinagar|zaid|medium to deep black soil
Maharashtra,Beed,Kharif,Medium to Heavy Black Soil,7.2,8.5,"Cotton, Soybean, Pearl Millet, Pigeon Pea, Black Gram",maharashtra|beed|kharif|medium to heavy black soil
Maharashtra,Beed,Rabi,Medium to Heavy Black Soil,7.2,8.5,"Rabi Sorghum, Gram, Wheat, Safflower",maharashtra|beed|rabi|medium to heavy black soil
Maharashtra,Beed,Zaid,Medium to Heavy Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Watermelon, Fodder",maharashtra|beed|zaid|medium to heavy black soil
Maharashtra,Bhandara,Kharif,Deep Alluvial Silt Clay,5.8,7.2,"Paddy (Rice), Pigeon Pea, Soybean, Sugarcane",maharashtra|bhandara|kharif|deep alluvial silt clay
Maharashtra,Bhandara,Kharif,Reddish Brown Soil,5.8,7.2,"Paddy (Rice), Pigeon Pea, Soybean, Sugarcane",maharashtra|bhandara|kharif|reddish brown soil
Maharashtra,Bhandara,Rabi,Deep Alluvial Silt Clay,5.8,7.2,"Summer Paddy (Boro/Rabi Rice), Gram, Linseed, Mustard, Wheat",maharashtra|bhandara|rabi|deep alluvial silt clay
Maharashtra,Bhandara,Rabi,Reddish Brown Soil,5.8,7.2,"Summer Paddy (Boro/Rabi Rice), Gram, Linseed, Mustard, Wheat",maharashtra|bhandara|rabi|reddish brown soil
Maharashtra,Bhandara,Zaid,Deep Alluvial Silt Clay,5.8,7.2,"Summer Groundnut, Vegetables, Cowpea",maharashtra|bhandara|zaid|deep alluvial silt clay
Maharashtra,Bhandara,Zaid,Reddish Brown Soil,5.8,7.2,"Summer Groundnut, Vegetables, Cowpea",maharashtra|bhandara|zaid|reddish brown soil
Maharashtra,Buldhana,Kharif,Deep Black Soil,7.2,8.5,"Cotton, Soybean, Pigeon Pea, Maize, Sorghum",maharashtra|buldhana|kharif|deep black soil
Maharashtra,Buldhana,Rabi,Deep Black Soil,7.2,8.5,"Gram, Wheat, Rabi Sorghum, Mustard, Onion",maharashtra|buldhana|rabi|deep black soil
Maharashtra,Buldhana,Zaid,Deep Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder Crops",maharashtra|buldhana|zaid|deep black soil
Maharashtra,Chandrapur,Kharif,Sandy Loam to Deep Black Clay Soil,6.0,7.5,"Paddy, Cotton, Soybean, Pigeon Pea, Black Gram",maharashtra|chandrapur|kharif|sandy loam to deep black clay soil
Maharashtra,Chandrapur,Rabi,Sandy Loam to Deep Black Clay Soil,6.0,7.5,"Gram, Wheat, Linseed, Mustard, Pulses",maharashtra|chandrapur|rabi|sandy loam to deep black clay soil
Maharashtra,Chandrapur,Zaid,Sandy Loam to Deep Black Clay Soil,6.0,7.5,"Summer Paddy, Groundnut, Vegetables, Watermelon",maharashtra|chandrapur|zaid|sandy loam to deep black clay soil
Maharashtra,Dharashiv,Kharif,Medium to Shallow Black Soil,7.2,8.5,"Soybean, Pigeon Pea, Pearl Millet, Sunflower, Sugarcane",maharashtra|dharashiv|kharif|medium to shallow black soil
Maharashtra,Dharashiv,Rabi,Medium to Shallow Black Soil,7.2,8.5,"Rabi Sorghum, Gram, Wheat, Safflower",maharashtra|dharashiv|rabi|medium to shallow black soil
Maharashtra,Dharashiv,Zaid,Medium to Shallow Black Soil,7.2,8.5,"Summer Groundnut, Fodder Crops, Vegetables",maharashtra|dharashiv|zaid|medium to shallow black soil
Maharashtra,Dhule,Kharif,Deep Black Cotton Soil,7.0,8.4,"Cotton, Maize, Pearl Millet, Groundnut, Soybean",maharashtra|dhule|kharif|deep black cotton soil
Maharashtra,Dhule,Kharif,Medium Clay,7.0,8.4,"Cotton, Maize, Pearl Millet, Groundnut, Soybean",maharashtra|dhule|kharif|medium clay
Maharashtra,Dhule,Rabi,Deep Black Cotton Soil,7.0,8.4,"Wheat, Gram, Onion, Sorghum, Chillies",maharashtra|dhule|rabi|deep black cotton soil
Maharashtra,Dhule,Rabi,Medium Clay,7.0,8.4,"Wheat, Gram, Onion, Sorghum, Chillies",maharashtra|dhule|rabi|medium clay
Maharashtra,Dhule,Zaid,Deep Black Cotton Soil,7.0,8.4,"Summer Groundnut, Watermelon, Vegetables, Fodder",maharashtra|dhule|zaid|deep black cotton soil
Maharashtra,Dhule,Zaid,Medium Clay,7.0,8.4,"Summer Groundnut, Watermelon, Vegetables, Fodder",maharashtra|dhule|zaid|medium clay
Maharashtra,Gadchiroli,Kharif,Red Sandy Loam / Acidic Forest Soil,5.5,6.8,"Paddy, Maize, Pigeon Pea, Niger, Millets",maharashtra|gadchiroli|kharif|red sandy loam / acidic forest soil
Maharashtra,Gadchiroli,Rabi,Red Sandy Loam / Acidic Forest Soil,5.5,6.8,"Gram, Linseed, Mustard, Vegetables, Pulses",maharashtra|gadchiroli|rabi|red sandy loam / acidic forest soil
Maharashtra,Gadchiroli,Zaid,Red Sandy Loam / Acidic Forest Soil,5.5,6.8,"Summer Paddy, Cowpea, Vegetables",maharashtra|gadchiroli|zaid|red sandy loam / acidic forest soil
Maharashtra,Gondia,Kharif,Alluvial Sandy Clay Loam,5.8,7.2,"Paddy, Soybean, Pigeon Pea, Sugarcane",maharashtra|gondia|kharif|alluvial sandy clay loam
Maharashtra,Gondia,Rabi,Alluvial Sandy Clay Loam,5.8,7.2,"Summer Paddy, Gram, Linseed, Wheat, Mustard",maharashtra|gondia|rabi|alluvial sandy clay loam
Maharashtra,Gondia,Zaid,Alluvial Sandy Clay Loam,5.8,7.2,"Summer Groundnut, Vegetables, Cowpea",maharashtra|gondia|zaid|alluvial sandy clay loam
Maharashtra,Hingoli,Kharif,Medium to Deep Black Soil,7.2,8.5,"Soybean, Cotton, Pigeon Pea, Turmeric, Black Gram",maharashtra|hingoli|kharif|medium to deep black soil
Maharashtra,Hingoli,Rabi,Medium to Deep Black Soil,7.2,8.5,"Gram, Rabi Sorghum, Wheat, Safflower",maharashtra|hingoli|rabi|medium to deep black soil
Maharashtra,Hingoli,Zaid,Medium to Deep Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|hingoli|zaid|medium to deep black soil
Maharashtra,Jalgaon,Kharif,Deep Black Alluvial Soil (Tapi Basin),7.2,8.6,"Cotton, Banana, Maize, Groundnut, Pigeon Pea",maharashtra|jalgaon|kharif|deep black alluvial soil (tapi basin)
Maharashtra,Jalgaon,Rabi,Deep Black Alluvial Soil (Tapi Basin),7.2,8.6,"Wheat, Gram, Rabi Sorghum, Onion, Maize",maharashtra|jalgaon|rabi|deep black alluvial soil (tapi basin)
Maharashtra,Jalgaon,Zaid,Deep Black Alluvial Soil (Tapi Basin),7.2,8.6,"Summer Groundnut, Watermelon, Vegetables, Sesame",maharashtra|jalgaon|zaid|deep black alluvial soil (tapi basin)
Maharashtra,Jalna,Kharif,Medium Black Soil,7.2,8.5,"Cotton, Soybean, Maize, Sweet Lime, Pigeon Pea",maharashtra|jalna|kharif|medium black soil
Maharashtra,Jalna,Rabi,Medium Black Soil,7.2,8.5,"Gram, Rabi Sorghum, Wheat, Safflower",maharashtra|jalna|rabi|medium black soil
Maharashtra,Jalna,Zaid,Medium Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|jalna|zaid|medium black soil
Maharashtra,Kolhapur,Kharif,Deep Black Alluvial / Red Lateritic Soil,6.0,7.8,"Sugarcane, Paddy, Soybean, Groundnut, Rice",maharashtra|kolhapur|kharif|deep black alluvial / red lateritic soil
Maharashtra,Kolhapur,Rabi,Deep Black Alluvial / Red Lateritic Soil,6.0,7.8,"Wheat, Gram, Vegetables, Off-season Sugarcane",maharashtra|kolhapur|rabi|deep black alluvial / red lateritic soil
Maharashtra,Kolhapur,Zaid,Deep Black Alluvial / Red Lateritic Soil,6.0,7.8,"Summer Groundnut, Fodder Crops, Vegetables",maharashtra|kolhapur|zaid|deep black alluvial / red lateritic soil
Maharashtra,Latur,Kharif,Medium to Heavy Black Soil,7.2,8.5,"Soybean, Pigeon Pea, Cotton, Black Gram, Green Gram",maharashtra|latur|kharif|medium to heavy black soil
Maharashtra,Latur,Rabi,Medium to Heavy Black Soil,7.2,8.5,"Gram, Rabi Sorghum, Wheat, Safflower, Sunflower",maharashtra|latur|rabi|medium to heavy black soil
Maharashtra,Latur,Zaid,Medium to Heavy Black Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|latur|zaid|medium to heavy black soil
Maharashtra,Mumbai City,Kharif,Coastal Alluvial / Urban Marshy Soil,6.0,7.5,"Urban Horticulture, Roof-top Gardening, Ornamental Plants",maharashtra|mumbai city|kharif|coastal alluvial / urban marshy soil
Maharashtra,Mumbai City,Rabi,Coastal Alluvial / Urban Marshy Soil,6.0,7.5,"Microgreens, Vegetables, Nursery Plants",maharashtra|mumbai city|rabi|coastal alluvial / urban marshy soil
Maharashtra,Mumbai City,Zaid,Coastal Alluvial / Urban Marshy Soil,6.0,7.5,"Summer Vegetables, Turf Grass, Floriculture",maharashtra|mumbai city|zaid|coastal alluvial / urban marshy soil
Maharashtra,Mumbai Suburban,Kharif,Coastal Alluvial Loam,6.0,7.5,"Vegetables, Coconut, Arecanut, Horticulture Crops",maharashtra|mumbai suburban|kharif|coastal alluvial loam
Maharashtra,Mumbai Suburban,Rabi,Coastal Alluvial Loam,6.0,7.5,"Winter Vegetables, Leafy Greens, Flowers",maharashtra|mumbai suburban|rabi|coastal alluvial loam
Maharashtra,Mumbai Suburban,Zaid,Coastal Alluvial Loam,6.0,7.5,"Summer Vegetables, Cowpea, Fruits",maharashtra|mumbai suburban|zaid|coastal alluvial loam
Maharashtra,Nagpur,Kharif,Deep Black Cotton Soil,7.0,8.4,"Cotton, Soybean, Mandarin Orange (Nagpur Santra), Pigeon Pea, Paddy",maharashtra|nagpur|kharif|deep black cotton soil
Maharashtra,Nagpur,Rabi,Deep Black Cotton Soil,7.0,8.4,"Gram, Wheat, Mustard, Linseed, Vegetables",maharashtra|nagpur|rabi|deep black cotton soil
Maharashtra,Nagpur,Zaid,Deep Black Cotton Soil,7.0,8.4,"Summer Groundnut, Watermelon, Vegetables, Fodder",maharashtra|nagpur|zaid|deep black cotton soil
Maharashtra,Nanded,Kharif,Deep Black Cotton Soil,7.2,8.5,"Cotton, Soybean, Sugarcane, Pigeon Pea, Turmeric",maharashtra|nanded|kharif|deep black cotton soil
Maharashtra,Nanded,Rabi,Deep Black Cotton Soil,7.2,8.5,"Gram, Rabi Sorghum, Wheat, Safflower",maharashtra|nanded|rabi|deep black cotton soil
Maharashtra,Nanded,Zaid,Deep Black Cotton Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|nanded|zaid|deep black cotton soil
Maharashtra,Nandurbar,Kharif,Hilly Red Loamy / Black Soil,6.2,7.8,"Cotton, Maize, Groundnut, Millets, Pigeon Pea",maharashtra|nandurbar|kharif|hilly red loamy / black soil
Maharashtra,Nandurbar,Rabi,Hilly Red Loamy / Black Soil,6.2,7.8,"Wheat, Gram, Sorghum, Chillies, Onion",maharashtra|nandurbar|rabi|hilly red loamy / black soil
Maharashtra,Nandurbar,Zaid,Hilly Red Loamy / Black Soil,6.2,7.8,"Summer Groundnut, Vegetables, Watermelon",maharashtra|nandurbar|zaid|hilly red loamy / black soil
Maharashtra,Nashik,Kharif,Red Sandy Loam to Medium Black Soil,6.5,8.0,"Maize, Pearl Millet, Onion, Grapes, Soybean, Tomato",maharashtra|nashik|kharif|red sandy loam to medium black soil
Maharashtra,Nashik,Rabi,Red Sandy Loam to Medium Black Soil,6.5,8.0,"Onion, Wheat, Gram, Vegetables, Grapes",maharashtra|nashik|rabi|red sandy loam to medium black soil
Maharashtra,Nashik,Zaid,Red Sandy Loam to Medium Black Soil,6.5,8.0,"Summer Maize, Vegetables, Watermelon, Fodder",maharashtra|nashik|zaid|red sandy loam to medium black soil
Maharashtra,Palghar,Kharif,Coastal Alluvial,5.5,6.8,"Paddy (Rice), Finger Millet (Ragi), Chikoo (Sapota), Coconut",maharashtra|palghar|kharif|coastal alluvial
Maharashtra,Palghar,Kharif,Red Hill Soil,5.5,6.8,"Paddy (Rice), Finger Millet (Ragi), Chikoo (Sapota), Coconut",maharashtra|palghar|kharif|red hill soil
Maharashtra,Palghar,Rabi,Coastal Alluvial,5.5,6.8,"Pulses (Wal, Cowpea), Vegetables, Mustard",maharashtra|palghar|rabi|coastal alluvial
Maharashtra,Palghar,Rabi,Red Hill Soil,5.5,6.8,"Pulses (Wal, Cowpea), Vegetables, Mustard",maharashtra|palghar|rabi|red hill soil
Maharashtra,Palghar,Zaid,Coastal Alluvial,5.5,6.8,"Watermelon, Vegetables, Cucumber",maharashtra|palghar|zaid|coastal alluvial
Maharashtra,Palghar,Zaid,Red Hill Soil,5.5,6.8,"Watermelon, Vegetables, Cucumber",maharashtra|palghar|zaid|red hill soil
Maharashtra,Parbhani,Kharif,Deep Black Cotton Soil,7.2,8.5,"Cotton, Soybean, Pigeon Pea, Sorghum, Green Gram",maharashtra|parbhani|kharif|deep black cotton soil
Maharashtra,Parbhani,Rabi,Deep Black Cotton Soil,7.2,8.5,"Rabi Sorghum, Gram, Wheat, Safflower",maharashtra|parbhani|rabi|deep black cotton soil
Maharashtra,Parbhani,Zaid,Deep Black Cotton Soil,7.2,8.5,"Summer Groundnut, Vegetables, Fodder",maharashtra|parbhani|zaid|deep black cotton soil
Maharashtra,Pune,Kharif,Medium Black Soil to Red Loam,6.5,8.0,"Sugarcane, Paddy, Pearl Millet, Soybean, Vegetables, Tomato",maharashtra|pune|kharif|medium black soil to red loam
Maharashtra,Pune,Rabi,Medium Black Soil to Red Loam,6.5,8.0,"Wheat, Gram, Onion, Rabi Sorghum, Potato",maharashtra|pune|rabi|medium black soil to red loam
Maharashtra,Pune,Zaid,Medium Black Soil to Red Loam,6.5,8.0,"Summer Groundnut, Flowers, Vegetables, Fodder",maharashtra|pune|zaid|medium black soil to red loam
Maharashtra,Raigad,Kharif,Coastal Saline Alluvial / Red Lateritic Soil,5.5,6.8,"Paddy, Mango (Alphonso), Coconut, Arecanut, Finger Millet",maharashtra|raigad|kharif|coastal saline alluvial / red lateritic soil
Maharashtra,Raigad,Rabi,Coastal Saline Alluvial / Red Lateritic Soil,5.5,6.8,"Pulses (Wal/Field Bean, Cowpea), Mustard, Vegetables",maharashtra|raigad|rabi|coastal saline alluvial / red lateritic soil
Maharashtra,Raigad,Zaid,Coastal Saline Alluvial / Red Lateritic Soil,5.5,6.8,"Watermelon, Vegetables, Cucumber",maharashtra|raigad|zaid|coastal saline alluvial / red lateritic soil
Maharashtra,Ratnagiri,Kharif,Lateritic Acidic Red Soil,4.8,6.2,"Paddy, Mango (Alphonso), Cashew, Finger Millet, Coconut",maharashtra|ratnagiri|kharif|lateritic acidic red soil
Maharashtra,Ratnagiri,Rabi,Lateritic Acidic Red Soil,4.8,6.2,"Pulses (Wal, Horsegram), Vegetables",maharashtra|ratnagiri|rabi|lateritic acidic red soil
